Reads,EC1,EC2,EC3,Sp1,Sp2,Sp3,Ve1,Ve2,Ve3
LOC_Os01g07040.1,0,0,0,0,0,0,0,0,2
LOC_Os01g07070.1,349,253,318,765,550,388,45,51,71
LOC_Os01g07080.1,67,94,127,44,29,32,3,5,4
LOC_Os01g07090.1,29,33,8,4,9,17,11,9,10
LOC_Os01g07100.1,9,3,2,28,19,12,26,51,40
LOC_Os01g07110.1,128,121,35,17,21,22,8,11,23
LOC_Os01g07120.2,484,361,383,77,28,28,7,10,5
LOC_Os01g07130.1,45,35,76,49,19,3,3,5,1
LOC_Os01g07140.2,396,330,378,45,15,10,13,14,15
LOC_Os01g07160.1,0,0,0,1,0,1,0,0,0
LOC_Os01g07170.1,84,53,60,5,0,1,0,2,3
LOC_Os01g07180.1,0,0,0,0,0,78,0,0,1
LOC_Os01g07200.1,75,77,141,1,5,0,2,4,2
LOC_Os01g07212.1,8,4,3,1,2,2,45,42,38
LOC_Os01g07240.1,4,2,1,0,0,0,0,0,0
LOC_Os01g07250.1,7,11,12,14,9,8,1,2,3
LOC_Os01g07260.1,143,175,113,675,742,407,57,71,81
LOC_Os01g07280.1,23,28,30,41,16,41,214,212,223
LOC_Os01g07300.2,17,18,7,2,1,0,0,0,1
LOC_Os01g07310.2,198,261,194,0,2,0,6,2,6
LOC_Os01g07320.1,5,0,3,52,73,30,11,6,8
LOC_Os01g07330.3,37,36,30,68,62,78,113,126,152
LOC_Os01g07340.1,1,4,2,1,3,0,0,0,0
LOC_Os01g07350.1,113,121,160,21,12,1,1,0,6
LOC_Os01g07360.1,179,115,111,34,36,13,15,11,18
LOC_Os01g07364.1,0,0,0,2,0,0,0,2,0
LOC_Os01g07370.1,811,668,347,106,47,44,5,1,10
LOC_Os01g07376.1,19,11,6,12,4,3,0,0,1
LOC_Os01g07382.1,201,188,219,198,207,158,42,33,39
LOC_Os01g07390.1,188,179,180,183,144,127,19,29,22
LOC_Os01g07400.2,208,181,194,187,81,161,645,604,755
LOC_Os01g07410.1,32,26,18,0,0,0,0,0,0
LOC_Os01g07420.1,0,0,2,0,0,0,0,0,0
LOC_Os01g07470.1,0,0,2,0,0,1,0,0,0
LOC_Os01g07480.2,2,2,5,39,28,6,5,2,0
LOC_Os01g07490.1,880,822,887,777,524,480,922,1057,1139
LOC_Os01g07500.1,2,0,0,0,0,0,0,0,1
LOC_Os01g07520.1,463,532,544,18,0,19,68,78,53
LOC_Os01g07530.1,15,16,14,0,0,0,0,0,0
LOC_Os01g07540.1,29,28,17,124,76,72,11,7,19
LOC_Os01g07550.1,0,0,0,2,1,1,1,1,0
LOC_Os01g07560.1,17,23,30,95,93,84,2,3,3
LOC_Os01g07570.1,104,40,33,0,2,1,5,5,4
LOC_Os01g07590.1,61,75,35,3,0,0,0,0,0
LOC_Os01g07600.1,21,7,8,0,0,0,0,0,1
LOC_Os01g07610.1,37,35,30,1,5,2,9,8,13
LOC_Os01g07620.1,4,1,5,0,4,0,0,0,0
LOC_Os01g07630.1,253,206,270,146,81,37,4,6,6
LOC_Os01g07640.1,0,1,0,28,15,10,1,0,5
LOC_Os01g07650.1,0,0,0,3,1,1,0,0,0
LOC_Os01g07660.1,18,30,6,2,5,7,0,1,0
LOC_Os01g07670.1,0,0,0,2,1,0,0,0,0
LOC_Os01g07680.1,0,0,0,18,9,9,3,1,3
LOC_Os01g07700.3,119,47,65,3,12,0,14,5,7
LOC_Os01g07710.1,4,3,1,2,0,0,1,0,0
LOC_Os01g07720.2,61,49,39,13,8,27,18,19,21
LOC_Os01g07730.1,13,2,6,31,13,23,4,7,11
LOC_Os01g07740.1,1004,901,986,426,433,287,1201,1172,1454
LOC_Os01g07750.1,105,78,56,562,403,356,86,40,79
LOC_Os01g07760.1,1936,1808,1488,153,98,64,9,3,6
LOC_Os01g07770.1,4,2,2,0,1,0,0,1,0
LOC_Os01g07780.1,19,6,13,2,0,4,0,0,2
LOC_Os01g07790.1,83,64,27,7,7,10,7,2,1
LOC_Os01g07800.1,206,232,110,50,33,57,21,9,9
LOC_Os01g07810.3,853,598,602,256,126,174,403,669,464
LOC_Os01g07840.1,0,0,0,0,0,2,0,0,0
LOC_Os01g07860.1,0,0,0,5,2,10,120,104,253
LOC_Os01g07870.1,494,457,474,1131,831,489,67,56,63
LOC_Os01g07880.1,115,128,153,3,0,0,0,1,0
LOC_Os01g07890.1,40,35,27,1,0,0,9,5,4
LOC_Os01g07900.1,20,10,25,6,2,0,23,24,28
LOC_Os01g07910.1,361,245,84,6,12,19,61,85,71
LOC_Os01g07920.1,136,134,57,128,108,48,41,45,26
LOC_Os01g07930.1,9,5,17,4,5,2,5,2,1
LOC_Os01g07940.1,15,30,17,79,70,61,1,1,8
LOC_Os01g07950.1,112,124,120,301,238,218,139,164,113
LOC_Os01g07960.2,506,412,385,1023,731,618,963,1008,888
LOC_Os01g07970.1,429,324,179,178,115,194,1049,1214,1448
LOC_Os01g07980.1,12,12,9,0,0,0,0,0,0
LOC_Os01g07990.1,5,3,1,0,0,0,0,0,0
LOC_Os01g08000.2,23,23,6,0,1,0,0,0,0
LOC_Os01g08010.2,461,541,568,327,213,91,62,57,80
LOC_Os01g08020.1,1092,1141,1236,45,20,19,12,8,16
LOC_Os01g08060.1,0,0,0,0,1,0,0,0,0
LOC_Os01g08090.1,7,8,3,0,4,3,0,0,0
LOC_Os01g08100.1,11,8,1,0,0,0,0,0,0
LOC_Os01g08110.1,65,26,37,1,4,0,0,1,0
LOC_Os01g08120.1,6,12,30,4,3,2,0,0,0
LOC_Os01g08150.1,117,131,236,50,86,11,0,0,4
LOC_Os01g08160.1,1,3,9,0,0,0,0,0,0
LOC_Os01g08170.1,2,0,0,0,1,0,0,0,0
LOC_Os01g08190.3,399,339,550,376,250,204,9,12,9
LOC_Os01g08200.1,486,379,263,789,558,399,53,92,66
LOC_Os01g08220.1,204,200,60,1,6,8,1,0,0
LOC_Os01g08240.1,0,0,0,2,0,0,0,0,0
LOC_Os01g08250.1,1,8,1,60,71,36,6,7,8
LOC_Os01g08260.1,310,290,291,65,54,29,5,6,11
LOC_Os01g08270.4,601,511,609,1634,1161,847,54,16,51
LOC_Os01g08280.2,62,77,95,67,31,14,9,6,7
LOC_Os01g08290.1,69,47,42,16,16,15,2,0,2
LOC_Os01g08310.1,153,128,114,286,219,175,368,397,509
LOC_Os01g08320.1,13,16,37,45,47,18,0,0,1
LOC_Os01g08330.1,193,311,157,2,0,0,0,1,0
LOC_Os01g08340.1,30,43,35,81,58,255,2543,2538,4036
LOC_Os01g08350.1,69200,49409,170346,175444,173927,361733,33106,34178,26453
LOC_Os01g08370.1,102,62,44,3,0,4,39,19,19
LOC_Os01g08380.1,22,11,8,0,1,0,0,0,0
LOC_Os01g08400.1,179,175,61,68,41,74,41,61,71
LOC_Os01g08410.1,789,654,625,367,359,200,280,294,392
LOC_Os01g08420.1,264,238,306,230,130,93,280,337,411
LOC_Os01g08430.1,848,772,689,1529,1184,952,609,742,813
LOC_Os01g08440.1,24,23,21,7,3,1,0,0,1
LOC_Os01g08450.1,30,39,29,19,16,25,39,59,41
LOC_Os01g08460.1,8,7,2,1,1,0,3,1,4
LOC_Os01g08464.1,1,2,0,12,6,2,2,0,5
LOC_Os01g08470.1,833,551,483,11,5,50,90,106,79
LOC_Os01g08480.1,0,0,0,1,0,0,0,0,0
LOC_Os01g08510.1,244,206,111,4,5,12,259,383,350
LOC_Os01g08520.1,68,40,49,10,2,1,8,6,4
LOC_Os01g08530.1,0,0,0,6,8,6,0,0,0
LOC_Os01g08540.1,222,195,231,924,755,527,81,62,114
LOC_Os01g08550.1,103,74,97,604,496,312,73,56,42
LOC_Os01g08560.1,1179,930,1217,37,19,17,78,104,95
LOC_Os01g08570.1,1,6,4,1006,1219,697,125,114,151
LOC_Os01g08580.1,162,145,174,124,77,86,67,70,83
LOC_Os01g08590.1,0,0,0,1,0,0,0,0,0
LOC_Os01g08600.1,32,32,17,61,40,35,46,43,34
LOC_Os01g08610.1,0,0,0,1,0,0,0,0,0
LOC_Os01g08630.1,2,1,0,0,0,0,0,0,0
LOC_Os01g08650.1,111,97,98,76,30,9,3,6,0
LOC_Os01g08660.1,159,120,76,23,8,2,32,40,31
LOC_Os01g08670.1,3,3,1,22,8,5,1,1,0
LOC_Os01g08680.1,11,12,25,154,107,60,51,46,53
LOC_Os01g08690.1,31,50,33,11,3,0,9,9,13
LOC_Os01g08700.8,1653,1622,537,417,313,204,652,585,1005
LOC_Os01g08710.2,10,8,7,993,805,511,77,74,88
LOC_Os01g08720.1,0,0,0,0,0,0,1,0,0
LOC_Os01g08740.1,0,0,0,0,0,0,1,2,1
LOC_Os01g08750.1,513,452,321,625,365,313,488,696,650
LOC_Os01g08760.1,20,22,11,33,27,18,24,22,26
LOC_Os01g08770.1,223,177,269,81,37,31,25,14,21
LOC_Os01g08780.1,0,0,0,3,0,0,0,0,0
LOC_Os01g08790.1,0,0,0,3,0,0,1,0,0
LOC_Os01g08800.1,12,4,2,192,200,129,21,2,12
LOC_Os01g08810.1,4,8,5,13,1,1,0,1,0
LOC_Os01g08814.1,43,47,34,575,297,175,8,18,14
LOC_Os01g08820.1,2,4,10,18,4,5,1,1,1
LOC_Os01g08830.2,335,238,346,43,22,66,393,416,381
LOC_Os01g08840.1,1,1,0,0,0,0,0,0,0
LOC_Os01g08850.1,103,130,116,0,0,2,6,4,3
LOC_Os01g08860.1,175,92,157,5,5,17,2,0,2
LOC_Os01g08870.1,155,111,75,4,2,3,1,0,0
LOC_Os01g08880.1,16,19,13,0,1,0,0,0,0
LOC_Os01g08890.1,121,156,127,0,0,0,3,1,3
LOC_Os01g08930.1,260,284,298,0,0,1,3,1,0
LOC_Os01g08950.1,145,128,133,8,1,3,3,9,10
LOC_Os01g08960.1,181,182,157,3,0,0,12,21,19
LOC_Os01g08970.2,980,907,1120,11,4,11,18,23,22
LOC_Os01g09000.1,304,294,302,0,0,2,0,4,1
LOC_Os01g09010.1,403,398,208,2,0,1,1,1,1
LOC_Os01g09020.1,95,92,165,341,245,176,42,28,26
LOC_Os01g09030.1,339,647,263,15,11,17,43,32,48
LOC_Os01g09060.1,0,0,0,1,0,0,0,0,0
LOC_Os01g09090.1,0,0,0,6,3,1,0,0,0
LOC_Os01g09120.2,180,296,337,2,3,0,2,1,1
LOC_Os01g09140.1,0,0,0,2,1,0,0,0,0
LOC_Os01g09200.1,367,331,307,2,9,3,8,10,28
LOC_Os01g09220.1,1299,935,372,77,28,61,0,3,3
LOC_Os01g09230.1,10,29,21,146,114,86,326,172,182
LOC_Os01g09240.1,0,0,0,12,18,6,0,0,0
LOC_Os01g09246.1,373,278,215,22,2,5,4,1,1
LOC_Os01g09252.1,79,124,88,2161,1854,1011,157,188,174
LOC_Os01g09260.1,1,1,0,0,0,0,0,0,0
LOC_Os01g09270.1,2,0,1,0,0,1,2,1,2
LOC_Os01g09280.1,106,63,39,5,3,0,94,105,179
LOC_Os01g09300.1,93,77,88,4,1,4,5,14,10
LOC_Os01g09305.1,52,86,148,85,66,43,64,53,73
LOC_Os01g09310.1,64,52,39,43,32,26,33,59,65
LOC_Os01g09320.1,874,863,837,54,32,16,83,106,123
LOC_Os01g09330.1,0,1,0,0,0,0,0,0,0
LOC_Os01g09340.1,1,1,0,22,11,1,5,18,19
LOC_Os01g09350.1,0,2,0,0,0,0,0,0,0
LOC_Os01g09360.1,1,0,1,0,0,0,0,0,0
LOC_Os01g09370.1,277,312,401,0,1,0,0,1,3
LOC_Os01g09384.1,34,33,42,0,0,1,0,0,0
LOC_Os01g09410.1,129,129,67,57,56,33,107,130,140
LOC_Os01g09420.1,474,577,373,536,268,113,51,49,68
LOC_Os01g09430.1,81,145,88,0,0,0,0,0,0
LOC_Os01g09450.2,107,174,101,0,1,0,0,0,0
LOC_Os01g09460.1,37,44,41,425,300,151,43,16,31
LOC_Os01g09470.1,3,7,5,0,0,0,0,0,0
LOC_Os01g09480.1,0,0,0,5,0,2,0,0,0
LOC_Os01g09500.1,1,2,1,5,2,0,4,10,6
LOC_Os01g09510.4,819,806,569,23,5,8,3,7,4
LOC_Os01g09540.1,1,6,0,1,0,0,0,0,0
LOC_Os01g09550.4,37,65,19,151,132,76,78,95,105
LOC_Os01g09560.1,395,437,195,319,195,281,1523,1969,1774
LOC_Os01g09570.1,195,177,157,20,20,10,2,2,3
LOC_Os01g09580.2,39,45,29,274,188,128,119,105,168
LOC_Os01g09590.1,21,16,2,0,0,0,0,0,0
LOC_Os01g09620.1,1192,1612,1558,1113,695,338,74,51,55
LOC_Os01g09640.1,0,0,0,0,0,0,0,1,0
LOC_Os01g09650.1,0,0,0,0,0,0,0,1,0
LOC_Os01g09660.1,3,1,0,0,0,0,5,0,1
LOC_Os01g09665.1,58,49,40,601,418,173,73,63,82
LOC_Os01g09670.1,26,28,15,17,18,34,366,342,567
LOC_Os01g09730.1,35,23,26,94,81,460,2009,1925,2336
LOC_Os01g09740.1,104,56,55,6,1,34,229,146,260
LOC_Os01g09750.1,45,39,24,0,1,0,5,9,7
LOC_Os01g09760.1,151,120,83,260,156,83,29,39,48
LOC_Os01g09770.1,69,59,48,92,68,26,33,44,52
LOC_Os01g09790.1,54,36,93,1,11,13,0,0,0
LOC_Os01g09800.1,99,57,60,7,5,0,1,0,0
LOC_Os01g09830.1,4,2,2,0,2,14,20,31,40
LOC_Os01g09850.1,31,43,33,38,22,17,13,11,14
LOC_Os01g09860.1,686,626,711,57,29,36,31,33,28
LOC_Os01g09870.1,38,38,19,5,4,4,0,0,0
LOC_Os01g09880.1,49,27,14,0,1,0,0,0,0
LOC_Os01g09890.1,200,149,113,292,245,193,102,102,115
LOC_Os01g09900.1,0,1,0,0,0,0,0,0,0
LOC_Os01g09950.1,0,0,0,0,0,0,0,0,1
LOC_Os01g09980.1,0,0,0,1,0,0,0,0,0
LOC_Os01g09990.1,0,5,7,52,44,31,28,39,37
LOC_Os01g10000.1,1,0,0,17,10,13,21,15,25
LOC_Os01g10010.1,36,41,44,265,234,138,60,32,68
LOC_Os01g10020.1,172,120,115,219,106,100,14,19,29
LOC_Os01g10030.1,34,20,29,79,45,30,1,4,5
LOC_Os01g10040.2,55,65,77,21,15,6,0,2,1
LOC_Os01g10050.1,202,191,93,300,241,169,13,16,29
LOC_Os01g10060.1,4,1,2,2,1,0,0,0,0
LOC_Os01g10070.1,4,1,1,0,0,0,0,0,0
LOC_Os01g10080.2,274,293,426,49,55,19,23,7,9
LOC_Os01g10090.1,3,2,1,11,6,4,1,2,2
LOC_Os01g10100.2,128,133,37,260,143,85,52,67,54
LOC_Os01g10110.1,93,63,11,0,0,0,1,1,0
LOC_Os01g10130.1,18,33,23,19,25,17,2,1,6
LOC_Os01g10140.2,124,128,178,49,30,29,6,2,3
LOC_Os01g10150.1,311,286,160,326,193,98,37,26,29
LOC_Os01g10180.1,7,6,0,3,1,0,1,0,0
LOC_Os01g10195.1,0,0,3,141,62,56,3,6,0
LOC_Os01g10210.1,0,1,1,0,0,0,0,0,0
LOC_Os01g10230.1,0,0,1,0,0,0,0,0,0
LOC_Os01g10250.3,146,81,93,418,239,289,657,625,756
LOC_Os01g10280.3,155,137,39,22,19,20,6,9,3
LOC_Os01g10290.2,48,47,39,37,38,24,4,1,8
LOC_Os01g10300.1,4,10,7,77,33,31,2,7,11
LOC_Os01g10310.1,0,0,0,1,0,6,0,0,0
LOC_Os01g10320.1,8,20,19,33,30,10,1,0,6
LOC_Os01g10340.1,21,12,19,51,42,5,0,0,0
LOC_Os01g10350.1,87,110,56,10,6,38,2,1,0
LOC_Os01g10370.1,22,5,6,1,0,0,0,0,0
LOC_Os01g10380.1,0,0,0,3,0,0,0,0,0
LOC_Os01g10400.1,33,24,13,0,0,0,0,0,0
LOC_Os01g10420.1,0,0,0,0,0,0,1,0,4
LOC_Os01g10430.1,182,123,158,10,1,0,2,0,0
LOC_Os01g10440.1,10,3,2,203,91,147,440,502,353
LOC_Os01g10450.1,86,68,72,24,23,5,0,0,2
LOC_Os01g10460.1,0,1,0,0,0,0,1,0,0
LOC_Os01g10470.1,3,0,11,93,49,325,1588,1639,2065
LOC_Os01g10480.1,3,0,0,0,0,0,0,0,0
LOC_Os01g10490.1,123,69,184,1,0,5,23,18,16
LOC_Os01g10504.2,470,405,403,1,0,0,0,2,0
LOC_Os01g10520.1,27,10,6,4,3,7,0,3,0
LOC_Os01g10530.2,282,234,308,316,261,96,12,11,18
LOC_Os01g10580.1,24,31,20,2,2,0,0,0,0
LOC_Os01g10590.1,5,5,2,43,38,26,0,5,6
LOC_Os01g10600.1,0,0,0,29,10,14,1,0,0
LOC_Os01g10610.1,618,640,522,301,172,132,12,22,12
LOC_Os01g10630.2,23,23,28,104,54,19,14,25,15
LOC_Os01g10680.1,16,18,8,4,0,0,0,0,0
LOC_Os01g10690.1,129,60,120,1363,1197,778,198,198,266
LOC_Os01g10700.1,0,0,0,41,29,48,3,23,6
LOC_Os01g10710.1,0,0,0,16,6,25,10,17,10
LOC_Os01g10720.1,0,1,0,20,17,20,0,0,1
LOC_Os01g10740.1,0,0,0,12,2,4,0,0,0
LOC_Os01g10750.1,0,0,0,1,0,0,0,0,0
LOC_Os01g10760.1,0,0,1,0,0,0,0,0,0
LOC_Os01g10780.1,0,2,0,0,0,0,0,0,0
LOC_Os01g10790.1,173,130,79,16,0,22,16,31,16
LOC_Os01g10800.1,35,15,53,1,0,0,0,1,0
LOC_Os01g10810.1,0,4,0,0,0,0,0,0,0
LOC_Os01g10820.1,353,287,248,18,20,18,4,3,3
LOC_Os01g10830.1,6,5,4,0,0,1,0,0,0
LOC_Os01g10840.1,388,408,514,0,3,0,2,2,2
LOC_Os01g10850.1,345,243,144,0,0,0,1,0,2
LOC_Os01g10860.1,148,156,90,2,3,0,0,1,3
LOC_Os01g10880.1,0,2,0,6,7,3,1,3,2
LOC_Os01g10890.1,38,87,201,1152,880,3416,30629,26580,35817
LOC_Os01g10900.1,43,56,89,910,714,1622,11562,10956,15413
LOC_Os01g10920.1,4,0,0,0,0,0,0,0,0
LOC_Os01g10930.1,42,81,56,1,0,0,1,0,0
LOC_Os01g10940.1,39,73,70,0,0,0,2,0,0
LOC_Os01g10950.1,7,15,9,0,0,0,0,0,0
LOC_Os01g10960.1,4,11,4,0,0,0,0,1,0
LOC_Os01g10990.1,2,0,0,0,0,0,0,0,0
LOC_Os01g11010.1,0,0,0,0,1,0,0,0,0
LOC_Os01g11040.1,962,865,701,449,230,190,28,15,14
LOC_Os01g11054.2,84,127,127,52,29,30,2,1,2
LOC_Os01g11070.1,111,133,119,10,3,4,3,2,1
LOC_Os01g11080.1,3,3,0,898,907,500,37,46,90
LOC_Os01g11110.2,173,202,132,24,36,54,16,14,14
LOC_Os01g11120.1,259,177,261,2,8,3,3,0,3
LOC_Os01g11130.1,234,198,244,682,500,301,64,46,120
LOC_Os01g11140.1,0,0,0,0,0,1,0,0,0
LOC_Os01g11150.1,63,41,25,0,0,0,0,0,0
LOC_Os01g11160.1,10,19,9,0,0,0,0,0,0
LOC_Os01g11210.1,1,4,0,0,0,0,0,0,0
LOC_Os01g11220.1,3,2,0,8,2,3,20,23,6
LOC_Os01g11230.1,209,159,90,40,20,8,4,14,4
LOC_Os01g11240.1,1078,584,533,297,168,162,84,74,100
LOC_Os01g11250.1,16,2,12,10,3,1,0,3,1
LOC_Os01g11260.1,62,57,37,701,626,257,64,73,110
LOC_Os01g11270.1,0,2,8,107,98,89,5,5,10
LOC_Os01g11320.1,0,0,0,1,0,0,0,0,0
LOC_Os01g11340.1,103,190,80,0,0,1,0,0,0
LOC_Os01g11350.1,11,28,10,9,8,54,373,379,426
LOC_Os01g11360.1,0,1,0,1,0,0,0,5,6
LOC_Os01g11370.1,152,162,87,15,10,2,14,11,4
LOC_Os01g11390.1,0,0,0,1,0,0,0,0,0
LOC_Os01g11400.1,4,0,0,7,2,0,0,0,0
LOC_Os01g11414.1,229,283,312,23,22,14,3,5,1
LOC_Os01g11430.1,715,769,845,36,21,24,1,7,1
LOC_Os01g11460.1,9,16,0,0,0,0,1,0,0
LOC_Os01g11470.1,1,3,0,0,0,0,0,0,0
LOC_Os01g11480.1,8,21,1,0,0,0,0,0,0
LOC_Os01g11490.1,0,0,0,0,0,1,9,13,9
LOC_Os01g11500.1,0,2,0,0,0,0,0,0,0
LOC_Os01g11520.1,1,1,0,0,0,0,0,0,0
LOC_Os01g11550.1,86,79,52,0,0,0,1,0,0
LOC_Os01g11570.1,57,41,10,151,65,45,1,3,1
LOC_Os01g11580.1,304,246,169,57,16,9,71,57,35
LOC_Os01g11590.2,114,87,158,16,7,5,8,0,11
LOC_Os01g11600.1,0,2,0,16,22,6,0,0,1
LOC_Os01g11620.1,0,0,0,0,1,0,0,0,1
LOC_Os01g11650.2,1,3,0,0,0,0,0,0,0
LOC_Os01g11660.1,0,2,0,0,5,0,0,0,0
LOC_Os01g11670.1,0,0,3,0,0,0,0,0,0
LOC_Os01g11680.1,0,0,0,1,0,0,0,0,0
LOC_Os01g11700.2,0,0,0,2,0,0,0,0,0
LOC_Os01g11710.1,135,136,106,0,0,0,0,2,1
LOC_Os01g11720.1,1,0,0,0,0,0,0,0,0
LOC_Os01g11730.1,0,0,0,1,0,0,0,0,0
LOC_Os01g11740.1,8,15,13,420,219,148,22,20,14
LOC_Os01g11750.1,0,0,0,2,1,5,0,0,0
LOC_Os01g11760.1,2,3,0,1,0,0,0,3,1
LOC_Os01g11770.1,0,3,0,0,0,0,0,0,0
LOC_Os01g11780.1,0,0,0,3,0,0,0,0,0
LOC_Os01g11790.1,0,0,0,0,0,0,1,1,0
LOC_Os01g11810.1,55,38,48,1,0,0,0,0,0
LOC_Os01g11820.1,0,0,1,0,0,0,0,0,0
LOC_Os01g11830.1,2,2,1,3,0,0,0,0,0
LOC_Os01g11840.1,0,0,0,1,0,0,0,0,0
LOC_Os01g11850.1,0,2,2,3,2,0,0,0,0
LOC_Os01g11860.1,16,13,7,210,138,93,11,5,7
LOC_Os01g11880.1,48,61,89,23,18,1,0,0,0
LOC_Os01g11900.1,1128,1128,530,2567,1621,821,182,156,163
LOC_Os01g11910.1,1,1,0,2,0,1,0,1,0
LOC_Os01g11920.1,23,24,7,12,4,2,1,5,1
LOC_Os01g11940.1,216,206,175,1,0,1,0,1,2
LOC_Os01g11946.2,141,115,26,165,103,100,9,15,14
LOC_Os01g11952.1,163,169,64,530,376,178,109,174,169
LOC_Os01g11960.1,97,107,95,7,4,6,0,2,2
LOC_Os01g11970.1,6,8,0,0,0,0,1,0,0
LOC_Os01g11980.1,5,4,4,16,6,6,19,28,16
LOC_Os01g11990.1,0,1,0,25,27,10,3,0,0
LOC_Os01g12000.1,3,0,6,2,0,5,0,0,0
LOC_Os01g12020.1,4,2,1,4,0,0,1,6,5
LOC_Os01g12060.1,9,4,2,0,0,1,0,0,0
LOC_Os01g12070.1,252,236,280,4,0,1,1,0,0
LOC_Os01g12080.3,172,172,138,191,118,78,5,6,10
LOC_Os01g12090.1,157,198,133,2,0,0,3,4,10
LOC_Os01g12100.1,9,9,18,73,72,36,0,2,1
LOC_Os01g12110.1,0,0,0,3,0,0,0,0,0
LOC_Os01g12130.1,0,0,0,0,0,0,3,3,5
LOC_Os01g12160.2,7,6,13,0,0,0,0,0,0
LOC_Os01g12170.1,0,0,0,1,0,0,0,0,0
LOC_Os01g12180.1,149,183,117,861,395,351,36,33,49
LOC_Os01g12190.1,18,14,0,0,0,0,0,0,0
LOC_Os01g12200.1,50,72,34,6,1,0,0,0,0
LOC_Os01g12210.1,15,4,0,6,5,1,0,0,0
LOC_Os01g12230.1,0,5,1,2,1,4,0,0,0
LOC_Os01g12250.1,20,22,39,34,40,27,6,3,6
LOC_Os01g12260.1,56,59,62,78,41,44,127,170,96
LOC_Os01g12270.1,2,0,0,0,0,1,1,0,0
LOC_Os01g12280.1,84,39,50,11,11,8,2,2,12
LOC_Os01g12290.1,39,20,11,2,14,0,3,4,2
LOC_Os01g12304.1,22,9,10,1,0,0,56,54,62
LOC_Os01g12320.1,12,7,2,1,3,3,0,13,0
LOC_Os01g12330.1,0,0,0,15,9,9,66,128,92
LOC_Os01g12340.1,44,62,45,69,48,23,4,2,4
LOC_Os01g12350.1,3,9,2,1,5,1,0,0,0
LOC_Os01g12360.1,6,10,3,5,12,2,0,0,0
LOC_Os01g12374.1,9,3,6,5,4,0,1,0,0
LOC_Os01g12381.1,3,4,2,0,0,0,0,0,0
LOC_Os01g12390.1,115,149,100,1,0,0,4,0,1
LOC_Os01g12400.2,205,231,88,274,256,120,26,15,15
LOC_Os01g12410.1,28,21,7,267,219,94,36,40,34
LOC_Os01g12420.1,33,21,8,0,0,2,0,0,0
LOC_Os01g12430.1,64,116,63,4,12,1,13,19,3
LOC_Os01g12440.1,10,30,8,1,0,0,2,1,0
LOC_Os01g12460.1,8,7,9,1,0,2,0,0,0
LOC_Os01g12464.1,53,70,48,47,50,18,1,1,0
LOC_Os01g12470.1,13,21,11,332,384,196,266,300,269
LOC_Os01g12480.1,101,128,54,59,41,18,6,10,11
LOC_Os01g12490.1,0,1,2,33,10,58,356,584,409
LOC_Os01g12520.1,13,18,3,0,1,6,36,22,29
LOC_Os01g12530.2,440,347,465,147,78,136,1032,1188,1379
LOC_Os01g12540.2,138,239,173,26,6,1,4,6,17
LOC_Os01g12550.1,82,71,44,74,33,34,16,17,31
LOC_Os01g12560.1,41,57,56,2,0,0,4,5,10
LOC_Os01g12580.1,7,6,9,3,0,0,0,0,0
LOC_Os01g12590.1,3,3,0,1,0,0,0,0,0
LOC_Os01g12640.2,41,44,37,0,0,0,0,0,0
LOC_Os01g12650.1,212,152,160,58,31,8,6,3,7
LOC_Os01g12660.1,95,121,76,47,39,326,2567,3391,4369
LOC_Os01g12670.4,168,165,151,162,105,59,100,97,113
LOC_Os01g12680.2,6,0,3,15,7,8,18,22,13
LOC_Os01g12690.1,370,315,197,1,0,1,2,1,0
LOC_Os01g12710.1,236,168,125,3,0,3,14,20,12
LOC_Os01g12720.1,53,25,49,0,0,0,1,0,2
LOC_Os01g12730.2,202,135,88,234,195,138,227,260,221
LOC_Os01g12740.1,0,0,0,0,1,7,0,0,0
LOC_Os01g12750.1,0,0,0,17,16,9,0,0,2
LOC_Os01g12760.1,3,0,3,17,24,49,70,124,120
LOC_Os01g12770.1,0,3,1,0,0,0,0,0,0
LOC_Os01g12790.1,0,0,0,2,0,0,1,0,0
LOC_Os01g12800.1,90,91,131,26,12,45,174,194,192
LOC_Os01g12810.5,60,58,72,109,141,57,101,117,159
LOC_Os01g12820.1,30,21,26,30,16,28,70,92,71
LOC_Os01g12830.1,72,40,41,7,5,10,3,4,7
LOC_Os01g12840.1,534,465,397,16,32,10,4,3,1
LOC_Os01g12860.1,114,110,154,176,193,48,72,56,80
LOC_Os01g12870.1,241,201,234,27,13,28,46,69,58
LOC_Os01g12880.1,655,552,1004,1331,1000,4590,27124,24595,37412
LOC_Os01g12890.1,130,145,89,151,78,45,79,63,128
LOC_Os01g12900.3,41,26,41,4,0,0,0,0,2
LOC_Os01g12910.1,26,23,19,1,2,3,10,21,17
LOC_Os01g12920.1,9,8,3,1,1,0,0,0,0
LOC_Os01g12930.1,4,2,3,0,2,0,0,1,0
LOC_Os01g12950.1,243,218,185,721,740,499,56,38,75
LOC_Os01g12990.1,2,0,0,0,0,0,0,0,0
LOC_Os01g13000.1,1,3,0,1,8,2,0,0,0
LOC_Os01g13024.1,0,0,1,0,3,0,1,0,0
LOC_Os01g13030.2,626,499,338,46,31,5,2,2,6
LOC_Os01g13040.1,2,0,0,0,0,0,0,0,0
LOC_Os01g13050.1,0,0,0,1,0,0,0,0,0
LOC_Os01g13060.1,84,47,22,721,473,326,37,33,28
